order_id,ship_date,delivery_date,delivery_status,courier
O11058,2025-01-15,2025-01-19,Late,UPS
O11061,2025-01-17,,Late,Amazon Logistics
O11065,2025-01-16,2025-01-19,On Time,DHL
O11066,2025-01-15,2025-01-20,On Time,UPS
O11069,2025-01-16,2025-01-20,On Time,DHL
O11074,2025-01-16,2025-01-20,On Time,DHL
O11075,2025-01-16,2025-01-20,On Time,DHL
O11076,2025-01-17,2025-01-19,Late,Amazon Logistics
O11077,2025-01-15,2025-01-19,On Time,Amazon Logistics
O11078,2025-01-15,2025-01-20,On Time,Amazon Logistics
O11079,2025-01-16,2025-01-19,On Time,UPS
O11085,2025-01-17,2025-01-21,On Time,Amazon Logistics
O11087,2025-01-15,2025-01-19,On Time,DHL
O11089,2025-01-17,,Late,UPS
O11090,2025-01-16,2025-01-18,Late,UPS
O11092,2025-01-16,2025-01-21,Late,DHL
O11093,2025-01-17,2025-01-22,On Time,UPS
O11095,2025-01-15,2025-01-18,Late,Amazon Logistics
O11096,2025-01-17,2025-01-22,On Time,FedEx
O11097,2025-01-16,2025-01-19,Late,DHL
O11098,2025-01-17,2025-01-20,On Time,UPS
O11099,2025-01-15,2025-01-20,Late,UPS
O11101,2025-01-16,2025-01-20,Late,Amazon Logistics
O11103,2025-01-15,2025-01-20,Late,FedEx
O11104,2025-01-17,2025-01-21,Late,DHL
O11105,2025-01-17,2025-01-19,Late,FedEx
O11106,2025-01-16,2025-01-21,Late,DHL
O11107,2025-01-16,2025-01-18,Late,FedEx
O11108,2025-01-18,,On Time,Amazon Logistics
O11109,2025-01-17,2025-01-22,Late,Amazon Logistics
O11111,2025-01-17,2025-01-22,Late,UPS
O11114,2025-01-18,2025-01-21,On Time,UPS
O11115,2025-01-17,2025-01-21,Late,Amazon Logistics
O11117,2025-01-16,2025-01-20,On Time,DHL
O11118,2025-01-17,2025-01-21,On Time,Amazon Logistics
O11119,2025-01-18,2025-01-20,On Time,UPS
O11120,2025-01-18,2025-01-22,Late,DHL
O11121,2025-01-17,2025-01-19,Late,FedEx
O11123,2025-01-16,2025-01-20,Late,FedEx
O11125,2025-01-16,2025-01-21,Late,UPS
O11129,2025-01-18,2025-01-21,Late,DHL
O11130,2025-01-17,2025-01-19,On Time,UPS
O11131,2025-01-16,2025-01-18,Late,DHL
O11134,2025-01-19,2025-01-22,Late,Amazon Logistics
O11135,2025-01-19,2025-01-22,On Time,FedEx
O11136,2025-01-17,2025-01-20,Late,UPS
O11137,2025-01-17,2025-01-22,On Time,Amazon Logistics
O11138,2025-01-17,2025-01-21,Late,Amazon Logistics
O11142,2025-01-19,2025-01-21,Late,FedEx
O11143,2025-01-17,2025-01-19,On Time,UPS
O11146,2025-01-19,2025-01-21,On Time,Amazon Logistics
O11148,2025-01-17,,Late,DHL
O11149,2025-01-17,2025-01-19,On Time,DHL
O11151,2025-01-19,2025-01-23,On Time,Amazon Logistics
O11153,2025-01-19,2025-01-22,Late,DHL
O11155,2025-01-17,2025-01-22,On Time,UPS
O11160,2025-01-18,2025-01-23,On Time,Amazon Logistics
O11165,2025-01-19,2025-01-22,Late,FedEx
O11169,2025-01-19,2025-01-22,On Time,DHL
O11171,2025-01-18,2025-01-21,Late,FedEx
O11177,2025-01-17,2025-01-22,On Time,FedEx
O11180,2025-01-17,2025-01-22,On Time,FedEx
O11181,2025-01-18,2025-01-20,On Time,UPS
O11182,2025-01-19,2025-01-24,On Time,Amazon Logistics
O11183,2025-01-18,2025-01-20,On Time,Amazon Logistics
O11184,2025-01-17,,On Time,FedEx
O11192,2025-01-17,2025-01-19,Late,FedEx
O11193,2025-01-19,2025-01-22,Late,DHL
O11198,2025-01-18,2025-01-23,Late,Amazon Logistics
O11200,2025-01-19,2025-01-21,Late,DHL
O11202,2025-01-19,2025-01-23,On Time,DHL
O11205,2025-01-19,,On Time,Amazon Logistics
O11206,2025-01-18,2025-01-20,Late,Amazon Logistics
O11209,2025-01-18,2025-01-21,Late,Amazon Logistics
O11211,2025-01-17,,Late,DHL
O11216,2025-01-19,2025-01-21,Late,FedEx
O11217,2025-01-19,2025-01-21,Late,Amazon Logistics
O11220,2025-01-17,2025-01-20,On Time,DHL
O11222,2025-01-19,2025-01-21,On Time,FedEx
O11223,2025-01-17,2025-01-20,Late,UPS
O11224,2025-01-18,2025-01-20,Late,UPS
O11228,2025-01-17,2025-01-21,Late,Amazon Logistics
O11229,2025-01-17,2025-01-22,On Time,FedEx
O11233,2025-01-18,2025-01-22,Late,Amazon Logistics
O11234,2025-01-19,2025-01-23,Late,Amazon Logistics
O11238,2025-01-19,2025-01-21,Late,Amazon Logistics
O11242,2025-01-20,2025-01-24,On Time,Amazon Logistics
O11243,2025-01-19,2025-01-22,Late,FedEx
O11248,2025-01-18,2025-01-22,Late,FedEx
O11252,2025-01-20,,Late,DHL
O11253,2025-01-20,2025-01-22,On Time,UPS
O11255,2025-01-18,2025-01-21,On Time,FedEx
O11256,2025-01-19,2025-01-21,On Time,FedEx
O11257,2025-01-20,2025-01-24,Late,DHL
O11258,2025-01-20,2025-01-24,On Time,Amazon Logistics
O11259,2025-01-19,2025-01-23,On Time,FedEx
O11262,2025-01-20,,On Time,Amazon Logistics
O11263,2025-01-20,2025-01-23,On Time,UPS
O11265,2025-01-19,2025-01-21,On Time,Amazon Logistics
O11271,2025-01-20,2025-01-22,On Time,FedEx
O11273,2025-01-19,2025-01-22,On Time,Amazon Logistics
O11274,2025-01-19,,Late,UPS
O11277,2025-01-20,2025-01-23,On Time,FedEx
O11278,2025-01-19,2025-01-22,Late,UPS
O11282,2025-01-19,2025-01-22,On Time,DHL
O11283,2025-01-20,2025-01-23,Late,UPS
O11284,2025-01-19,2025-01-21,On Time,FedEx
O11289,2025-01-20,2025-01-24,Late,Amazon Logistics
O11292,2025-01-20,2025-01-22,Late,FedEx
O11293,2025-01-20,2025-01-25,On Time,FedEx
O11294,2025-01-20,2025-01-23,On Time,UPS
O11298,2025-01-19,2025-01-21,On Time,DHL
O11299,2025-01-20,2025-01-24,Late,Amazon Logistics
O11300,2025-01-19,2025-01-23,Late,Amazon Logistics
O11301,2025-01-19,2025-01-22,On Time,FedEx
O11305,2025-01-20,2025-01-24,On Time,FedEx
O11306,2025-01-19,2025-01-21,On Time,Amazon Logistics
O11308,2025-01-20,,On Time,DHL
O11309,2025-01-20,2025-01-25,On Time,UPS
O11310,2025-01-18,2025-01-22,Late,FedEx
O11312,2025-01-20,2025-01-22,On Time,DHL
O11313,2025-01-20,2025-01-23,Late,Amazon Logistics
O11317,2025-01-19,,Late,Amazon Logistics
O11318,2025-01-20,,On Time,DHL
O11321,2025-01-18,2025-01-20,On Time,DHL
O11322,2025-01-19,2025-01-22,On Time,Amazon Logistics
O11323,2025-01-19,2025-01-22,On Time,DHL
O11324,2025-01-20,2025-01-22,On Time,FedEx
O11325,2025-01-20,2025-01-24,Late,FedEx
O11326,2025-01-20,2025-01-23,On Time,Amazon Logistics
O11329,2025-01-20,2025-01-24,On Time,Amazon Logistics
O11330,2025-01-18,2025-01-20,Late,UPS
O11333,2025-01-19,2025-01-22,Late,Amazon Logistics
O11337,2025-01-18,2025-01-23,Late,FedEx
O11338,2025-01-19,2025-01-22,Late,UPS
O11340,2025-01-19,2025-01-22,On Time,FedEx
O11341,2025-01-19,2025-01-22,Late,DHL
O11342,2025-01-18,2025-01-21,Late,Amazon Logistics
O11343,2025-01-20,,Late,FedEx
O11345,2025-01-20,,Late,UPS
O11346,2025-01-19,2025-01-21,Late,DHL
O11347,2025-01-20,2025-01-25,Late,FedEx
O11348,2025-01-19,2025-01-22,On Time,DHL
O11350,2025-01-20,2025-01-22,On Time,DHL
O11351,2025-01-20,,On Time,DHL
O11352,2025-01-20,2025-01-25,On Time,UPS
O11353,2025-01-19,2025-01-23,Late,DHL
O11354,2025-01-20,2025-01-24,On Time,FedEx
O11358,2025-01-20,,Late,Amazon Logistics
O11361,2025-01-20,2025-01-23,On Time,FedEx
O11363,2025-01-18,2025-01-20,Late,DHL
O11364,2025-01-18,2025-01-23,On Time,FedEx
O11367,2025-01-19,2025-01-23,Late,DHL
O11368,2025-01-18,2025-01-23,On Time,DHL
O11370,2025-01-18,2025-01-21,Late,DHL
O11371,2025-01-19,2025-01-22,Late,UPS
O11374,2025-01-21,,On Time,DHL
O11375,2025-01-21,2025-01-26,Late,UPS
O11376,2025-01-21,2025-01-26,On Time,Amazon Logistics
O11383,2025-01-20,2025-01-22,Late,FedEx
O11384,2025-01-21,2025-01-23,On Time,UPS
O11386,2025-01-20,,On Time,UPS
O11387,2025-01-20,2025-01-23,On Time,FedEx
O11389,2025-01-21,2025-01-26,Late,FedEx
O11390,2025-01-21,,Late,Amazon Logistics
O11391,2025-01-21,2025-01-23,Late,FedEx
O11393,2025-01-21,2025-01-23,On Time,UPS
O11396,2025-01-19,2025-01-23,On Time,Amazon Logistics
O11397,2025-01-19,2025-01-22,Late,UPS
O11398,2025-01-19,2025-01-21,Late,DHL
O11400,2025-01-21,2025-01-26,Late,UPS
O11402,2025-01-19,2025-01-23,Late,Amazon Logistics
O11403,2025-01-20,2025-01-24,Late,UPS
O11405,2025-01-19,2025-01-24,On Time,FedEx
O11406,2025-01-21,2025-01-24,On Time,Amazon Logistics
O11408,2025-01-21,2025-01-26,On Time,DHL
O11416,2025-01-19,2025-01-23,On Time,UPS
O11417,2025-01-20,2025-01-23,On Time,FedEx
O11421,2025-01-21,2025-01-23,Late,UPS
O11422,2025-01-20,2025-01-23,On Time,DHL
O11427,2025-01-19,,On Time,DHL
O11428,2025-01-21,2025-01-23,On Time,FedEx
O11429,2025-01-21,2025-01-26,On Time,UPS
O11430,2025-01-19,2025-01-22,Late,FedEx
O11432,2025-01-21,2025-01-24,On Time,FedEx
O11434,2025-01-19,2025-01-21,On Time,DHL
O11436,2025-01-19,,On Time,FedEx
O11444,2025-01-19,2025-01-22,On Time,UPS
O11445,2025-01-20,2025-01-23,Late,FedEx
O11446,2025-01-19,2025-01-22,On Time,UPS
O11449,2025-01-19,,On Time,UPS
O11451,2025-01-21,2025-01-23,Late,DHL
O11452,2025-01-19,2025-01-22,Late,Amazon Logistics
O11455,2025-01-20,2025-01-24,Late,UPS
O11456,2025-01-21,2025-01-23,On Time,UPS
O11457,2025-01-19,2025-01-24,On Time,UPS
O11459,2025-01-19,2025-01-21,On Time,DHL
O11461,2025-01-20,2025-01-24,On Time,Amazon Logistics
O11468,2025-01-19,2025-01-21,Late,UPS
O11469,2025-01-19,2025-01-22,Late,Amazon Logistics
O11471,2025-01-20,2025-01-25,Late,UPS
O11475,2025-01-22,2025-01-25,Late,Amazon Logistics
O11477,2025-01-20,2025-01-22,On Time,UPS
O11481,2025-01-22,2025-01-26,Late,UPS
O11482,2025-01-20,2025-01-25,On Time,UPS
O11483,2025-01-22,2025-01-24,On Time,UPS
O11484,2025-01-20,2025-01-24,Late,FedEx
O11486,2025-01-22,2025-01-25,On Time,DHL
O11487,2025-01-21,2025-01-25,Late,FedEx
O11490,2025-01-21,2025-01-26,On Time,FedEx
O11493,2025-01-20,2025-01-22,Late,UPS
O11495,2025-01-20,2025-01-23,On Time,FedEx
O11496,2025-01-21,2025-01-24,Late,DHL
O11497,2025-01-22,2025-01-27,On Time,Amazon Logistics
O11499,2025-01-21,2025-01-24,Late,DHL
O11503,2025-01-20,2025-01-25,Late,DHL
O11510,2025-01-20,2025-01-22,On Time,UPS
O11511,2025-01-22,2025-01-25,Late,FedEx
O11513,2025-01-20,2025-01-24,Late,Amazon Logistics
O11515,2025-01-21,2025-01-24,Late,Amazon Logistics
O11520,2025-01-21,2025-01-25,Late,DHL
O11521,2025-01-21,2025-01-24,On Time,Amazon Logistics
O11522,2025-01-23,2025-01-26,Late,FedEx
O11523,2025-01-23,2025-01-28,Late,DHL
O11525,2025-01-21,2025-01-24,Late,FedEx
O11526,2025-01-23,2025-01-26,Late,DHL
O11528,2025-01-21,2025-01-25,On Time,DHL
O11529,2025-01-21,2025-01-24,Late,UPS
O11533,2025-01-22,2025-01-26,On Time,FedEx
O11534,2025-01-22,2025-01-25,On Time,FedEx
O11538,2025-01-23,2025-01-26,Late,FedEx
O11543,2025-01-22,2025-01-27,On Time,FedEx
O11544,2025-01-23,2025-01-25,Late,DHL
O11545,2025-01-23,2025-01-26,Late,DHL
O11547,2025-01-23,,Late,DHL
O11549,2025-01-23,,Late,Amazon Logistics
O11551,2025-01-21,2025-01-24,On Time,DHL
O11552,2025-01-23,2025-01-27,On Time,FedEx
O11553,2025-01-21,2025-01-26,On Time,DHL
O11555,2025-01-21,2025-01-26,Late,DHL
O11556,2025-01-21,2025-01-23,Late,FedEx
O11557,2025-01-23,2025-01-25,On Time,Amazon Logistics
O11558,2025-01-22,,Late,UPS
O11559,2025-01-22,2025-01-24,Late,UPS
O11560,2025-01-21,2025-01-26,Late,DHL
O11561,2025-01-22,2025-01-25,On Time,UPS
O11562,2025-01-22,2025-01-25,On Time,UPS
O11563,2025-01-21,2025-01-26,On Time,DHL
O11565,2025-01-21,2025-01-23,On Time,UPS
O11568,2025-01-23,2025-01-28,Late,FedEx
O11575,2025-01-21,2025-01-23,Late,Amazon Logistics
O11576,2025-01-23,2025-01-25,Late,DHL
O11577,2025-01-23,2025-01-27,Late,DHL
O11579,2025-01-21,2025-01-23,On Time,Amazon Logistics
O11582,2025-01-23,2025-01-28,Late,FedEx
O11584,2025-01-21,2025-01-26,Late,DHL
O11588,2025-01-23,2025-01-28,Late,UPS
O11590,2025-01-22,2025-01-24,On Time,Amazon Logistics
O11592,2025-01-22,2025-01-25,Late,DHL
O11593,2025-01-23,2025-01-28,On Time,UPS
O11594,2025-01-22,2025-01-27,Late,DHL
O11595,2025-01-21,2025-01-24,On Time,FedEx
O11598,2025-01-23,2025-01-26,On Time,Amazon Logistics
O11601,2025-01-23,2025-01-27,On Time,FedEx
O11602,2025-01-21,2025-01-26,On Time,DHL
O11603,2025-01-22,2025-01-25,On Time,UPS
O11604,2025-01-23,2025-01-27,On Time,UPS
O11605,2025-01-23,2025-01-25,Late,Amazon Logistics
O11606,2025-01-21,2025-01-24,Late,UPS
O11607,2025-01-21,2025-01-26,Late,DHL
O11608,2025-01-21,2025-01-26,Late,FedEx
O11610,2025-01-23,2025-01-26,Late,Amazon Logistics
O11611,2025-01-23,2025-01-26,Late,FedEx
O11612,2025-01-23,2025-01-26,On Time,UPS
O11613,2025-01-21,2025-01-23,On Time,Amazon Logistics
O11614,2025-01-23,2025-01-28,Late,FedEx
O11616,2025-01-23,,Late,FedEx
O11618,2025-01-22,2025-01-24,Late,FedEx
O11619,2025-01-22,2025-01-24,On Time,DHL
O11620,2025-01-22,2025-01-27,On Time,Amazon Logistics
O11621,2025-01-22,2025-01-25,Late,UPS
O11622,2025-01-23,2025-01-26,On Time,FedEx
O11625,2025-01-22,2025-01-27,On Time,DHL
O11626,2025-01-21,2025-01-25,On Time,Amazon Logistics
O11627,2025-01-22,2025-01-26,Late,DHL
O11629,2025-01-21,2025-01-25,Late,DHL
O11631,2025-01-23,2025-01-28,Late,FedEx
O11632,2025-01-24,2025-01-28,Late,FedEx
O11635,2025-01-23,2025-01-26,Late,DHL
O11640,2025-01-23,2025-01-25,On Time,UPS
O11645,2025-01-23,2025-01-25,On Time,FedEx
O11647,2025-01-24,2025-01-28,Late,UPS
O11650,2025-01-24,2025-01-28,On Time,FedEx
O11652,2025-01-24,2025-01-27,Late,Amazon Logistics
O11653,2025-01-24,2025-01-29,On Time,FedEx
O11656,2025-01-23,2025-01-25,On Time,UPS
O11664,2025-01-24,2025-01-28,On Time,DHL
O11669,2025-01-22,2025-01-24,On Time,Amazon Logistics
O11670,2025-01-23,2025-01-25,Late,FedEx
O11672,2025-01-23,2025-01-27,Late,Amazon Logistics
O11673,2025-01-23,2025-01-28,Late,FedEx
O11674,2025-01-24,2025-01-27,On Time,FedEx
O11676,2025-01-22,2025-01-26,On Time,UPS
O11680,2025-01-22,2025-01-25,On Time,Amazon Logistics
O11681,2025-01-24,2025-01-29,On Time,UPS
O11683,2025-01-24,,Late,UPS
O11684,2025-01-23,2025-01-28,On Time,FedEx
O11685,2025-01-22,2025-01-27,On Time,DHL
O11693,2025-01-23,2025-01-28,Late,DHL
O11694,2025-01-23,2025-01-25,Late,UPS
O11695,2025-01-22,,On Time,FedEx
O11696,2025-01-23,2025-01-27,Late,DHL
O11698,2025-01-22,2025-01-25,Late,DHL
O11700,2025-01-23,2025-01-25,Late,FedEx
O11701,2025-01-23,2025-01-26,On Time,UPS
O11702,2025-01-23,,On Time,FedEx
O11703,2025-01-23,2025-01-28,Late,Amazon Logistics
O11704,2025-01-22,,On Time,UPS
O11707,2025-01-23,2025-01-28,On Time,DHL
O11708,2025-01-22,2025-01-27,On Time,DHL
O11710,2025-01-24,2025-01-26,On Time,Amazon Logistics
O11711,2025-01-22,2025-01-27,Late,FedEx
O11714,2025-01-22,2025-01-25,On Time,DHL
O11717,2025-01-23,2025-01-27,Late,Amazon Logistics
O11718,2025-01-24,2025-01-28,On Time,FedEx
O11719,2025-01-23,2025-01-26,On Time,FedEx
O11725,2025-01-24,2025-01-29,On Time,FedEx
O11727,2025-01-23,2025-01-26,Late,DHL
O11729,2025-01-24,2025-01-28,Late,UPS
O11731,2025-01-22,2025-01-24,On Time,DHL
O11734,2025-01-22,2025-01-27,On Time,DHL
O11736,2025-01-24,2025-01-26,On Time,FedEx
O11737,2025-01-24,2025-01-27,On Time,DHL
O11738,2025-01-24,2025-01-27,On Time,FedEx
O11739,2025-01-23,2025-01-27,On Time,UPS
O11740,2025-01-23,2025-01-25,Late,UPS
O11742,2025-01-24,2025-01-28,Late,DHL
O11743,2025-01-23,2025-01-25,On Time,DHL
O11746,2025-01-22,2025-01-24,Late,DHL
O11748,2025-01-24,2025-01-26,On Time,Amazon Logistics
O11752,2025-01-23,2025-01-25,Late,DHL
O11753,2025-01-25,2025-01-27,On Time,DHL
O11754,2025-01-24,2025-01-26,On Time,UPS
O11755,2025-01-24,2025-01-27,Late,DHL
O11758,2025-01-25,2025-01-29,Late,DHL
O11759,2025-01-24,2025-01-29,Late,DHL
O11761,2025-01-25,2025-01-27,Late,FedEx
O11764,2025-01-23,,Late,FedEx
O11765,2025-01-23,2025-01-26,On Time,Amazon Logistics
O11767,2025-01-24,2025-01-28,On Time,FedEx
O11768,2025-01-25,2025-01-30,On Time,DHL
O11769,2025-01-23,2025-01-27,On Time,Amazon Logistics
O11771,2025-01-25,2025-01-27,On Time,UPS
O11772,2025-01-23,2025-01-25,On Time,DHL
O11775,2025-01-23,2025-01-25,On Time,Amazon Logistics
O11776,2025-01-24,2025-01-27,Late,DHL
O11778,2025-01-24,2025-01-27,Late,UPS
O11779,2025-01-25,2025-01-30,On Time,Amazon Logistics
O11780,2025-01-24,2025-01-26,Late,Amazon Logistics
O11782,2025-01-24,2025-01-26,On Time,FedEx
O11783,2025-01-23,2025-01-25,On Time,UPS
O11784,2025-01-24,2025-01-29,On Time,FedEx
O11787,2025-01-24,2025-01-27,Late,FedEx
O11792,2025-01-25,2025-01-28,On Time,UPS
O11794,2025-01-23,2025-01-28,Late,Amazon Logistics
O11795,2025-01-23,2025-01-28,On Time,DHL
O11796,2025-01-25,2025-01-30,Late,Amazon Logistics
O11797,2025-01-23,2025-01-28,Late,FedEx
O11801,2025-01-24,2025-01-26,On Time,UPS
O11804,2025-01-24,,Late,Amazon Logistics
O11810,2025-01-25,2025-01-27,On Time,UPS
O11819,2025-01-24,2025-01-27,Late,Amazon Logistics
O11821,2025-01-25,2025-01-28,Late,FedEx
O11824,2025-01-23,2025-01-26,Late,FedEx
O11828,2025-01-23,2025-01-26,On Time,Amazon Logistics
O11829,2025-01-23,2025-01-28,On Time,DHL
O11830,2025-01-24,2025-01-28,On Time,UPS
O11831,2025-01-24,2025-01-29,Late,DHL
O11832,2025-01-23,2025-01-28,On Time,DHL
O11834,2025-01-24,2025-01-27,Late,DHL
O11835,2025-01-25,2025-01-30,Late,FedEx
O11837,2025-01-24,2025-01-28,Late,UPS
O11839,2025-01-23,2025-01-26,Late,UPS
O11841,2025-01-24,2025-01-27,On Time,UPS
O11842,2025-01-23,2025-01-28,On Time,Amazon Logistics
O11844,2025-01-24,2025-01-27,Late,UPS
O11846,2025-01-23,,On Time,FedEx
O11847,2025-01-24,2025-01-27,On Time,Amazon Logistics
O11848,2025-01-23,2025-01-28,Late,FedEx
O11850,2025-01-23,2025-01-27,On Time,UPS
O11855,2025-01-24,2025-01-29,Late,DHL
O11858,2025-01-25,2025-01-28,On Time,Amazon Logistics
O11862,2025-01-24,2025-01-27,On Time,FedEx
O11864,2025-01-26,2025-01-28,On Time,UPS
O11867,2025-01-25,2025-01-30,On Time,UPS
O11869,2025-01-24,2025-01-26,On Time,DHL
O11870,2025-01-26,,Late,Amazon Logistics
O11872,2025-01-25,2025-01-30,On Time,UPS
O11874,2025-01-26,2025-01-30,Late,UPS
O11875,2025-01-24,2025-01-27,Late,DHL
O11878,2025-01-25,2025-01-30,Late,Amazon Logistics
O11882,2025-01-26,2025-01-28,Late,UPS
O11883,2025-01-24,2025-01-28,Late,FedEx
O11884,2025-01-26,2025-01-30,Late,FedEx
O11885,2025-01-24,2025-01-28,Late,DHL
O11888,2025-01-24,2025-01-28,Late,DHL
O11891,2025-01-24,2025-01-28,Late,Amazon Logistics
O11893,2025-01-26,2025-01-30,Late,DHL
O11894,2025-01-25,,Late,Amazon Logistics
O11898,2025-01-24,2025-01-29,Late,UPS
O11899,2025-01-26,2025-01-31,On Time,UPS
O11905,2025-01-25,2025-01-27,On Time,FedEx
O11906,2025-01-26,2025-01-30,Late,FedEx
O11907,2025-01-24,2025-01-28,Late,DHL
O11908,2025-01-25,2025-01-27,Late,FedEx
O11910,2025-01-25,2025-01-30,Late,UPS
O11911,2025-01-24,2025-01-27,On Time,Amazon Logistics
O11913,2025-01-25,2025-01-29,On Time,UPS
O11914,2025-01-26,2025-01-30,Late,Amazon Logistics
O11915,2025-01-26,,Late,UPS
O11916,2025-01-26,2025-01-30,On Time,Amazon Logistics
O11917,2025-01-25,2025-01-27,Late,UPS
O11918,2025-01-25,2025-01-29,Late,UPS
O11919,2025-01-26,2025-01-29,Late,UPS
O11920,2025-01-26,2025-01-28,On Time,Amazon Logistics
O11921,2025-01-24,2025-01-28,On Time,UPS
O11922,2025-01-24,2025-01-27,Late,Amazon Logistics
O11923,2025-01-25,2025-01-27,On Time,FedEx
O11924,2025-01-24,,On Time,FedEx
O11931,2025-01-26,2025-01-30,On Time,UPS
O11932,2025-01-24,2025-01-29,Late,Amazon Logistics
O11933,2025-01-26,2025-01-30,On Time,DHL
O11934,2025-01-25,2025-01-30,Late,DHL
O11935,2025-01-26,2025-01-30,On Time,DHL
O11936,2025-01-24,,On Time,FedEx
O11939,2025-01-25,2025-01-27,On Time,DHL
O11940,2025-01-25,2025-01-27,Late,DHL
O11944,2025-01-25,2025-01-29,Late,Amazon Logistics
O11946,2025-01-24,2025-01-27,On Time,FedEx
O11947,2025-01-26,2025-01-31,On Time,UPS
O11948,2025-01-26,2025-01-29,Late,FedEx
O11949,2025-01-25,2025-01-27,On Time,DHL
O11950,2025-01-24,2025-01-28,Late,UPS
O11951,2025-01-24,2025-01-27,Late,Amazon Logistics
O11954,2025-01-26,2025-01-31,Late,DHL
O11957,2025-01-24,2025-01-28,On Time,Amazon Logistics
O11958,2025-01-24,2025-01-29,Late,UPS
O11960,2025-01-26,2025-01-31,Late,FedEx
O11961,2025-01-26,2025-01-29,Late,FedEx
O11964,2025-01-24,,On Time,FedEx
O11965,2025-01-24,2025-01-26,Late,FedEx
O11968,2025-01-24,2025-01-28,Late,DHL
O11969,2025-01-24,2025-01-29,Late,FedEx
O11971,2025-01-25,2025-01-28,Late,DHL
O11974,2025-01-25,2025-01-27,Late,Amazon Logistics
O11975,2025-01-25,2025-01-30,On Time,Amazon Logistics
O11976,2025-01-25,2025-01-30,On Time,DHL
O11978,2025-01-24,2025-01-26,On Time,UPS
O11979,2025-01-25,2025-01-27,On Time,DHL
O11980,2025-01-26,2025-01-31,Late,FedEx
O11983,2025-01-25,2025-01-30,Late,DHL
O11984,2025-01-27,2025-01-30,On Time,UPS
O11985,2025-01-27,2025-02-01,Late,UPS
O11986,2025-01-27,2025-01-29,On Time,UPS
O11990,2025-01-27,,Late,FedEx
O11991,2025-01-26,2025-01-31,On Time,UPS
O11992,2025-01-27,2025-01-30,On Time,Amazon Logistics
O11993,2025-01-26,2025-01-31,On Time,UPS
O11996,2025-01-25,2025-01-27,On Time,Amazon Logistics
O11997,2025-01-25,2025-01-29,On Time,UPS
O11998,2025-01-26,2025-01-30,On Time,FedEx
O11999,2025-01-26,2025-01-28,On Time,DHL
O12000,2025-01-27,,On Time,FedEx
O12003,2025-01-27,2025-01-31,On Time,UPS
O12005,2025-01-27,2025-01-30,On Time,FedEx
O12007,2025-01-25,2025-01-28,On Time,Amazon Logistics
O12008,2025-01-27,2025-01-29,On Time,DHL
O12010,2025-01-25,2025-01-28,Late,FedEx
O12017,2025-01-27,,Late,FedEx
O12018,2025-01-27,2025-01-29,Late,UPS
O12020,2025-01-25,2025-01-27,Late,Amazon Logistics
O12021,2025-01-27,2025-02-01,Late,FedEx
O12022,2025-01-26,2025-01-28,On Time,FedEx
O12023,2025-01-26,2025-01-28,Late,DHL
O12025,2025-01-25,2025-01-28,Late,DHL
O12026,2025-01-25,2025-01-28,Late,Amazon Logistics
O12028,2025-01-27,2025-02-01,On Time,DHL
O12030,2025-01-26,2025-01-29,On Time,Amazon Logistics
O12033,2025-01-27,2025-02-01,On Time,DHL
O12034,2025-01-27,2025-01-30,On Time,FedEx
O12035,2025-01-26,2025-01-29,On Time,DHL
O12037,2025-01-27,2025-01-30,Late,FedEx
O12039,2025-01-27,2025-01-30,Late,Amazon Logistics
O12041,2025-01-25,2025-01-30,Late,Amazon Logistics
O12042,2025-01-26,2025-01-29,Late,Amazon Logistics
O12048,2025-01-25,2025-01-29,On Time,Amazon Logistics
O12049,2025-01-27,2025-01-29,Late,DHL
O12051,2025-01-26,2025-01-28,On Time,Amazon Logistics
O12054,2025-01-25,2025-01-30,Late,FedEx
O12057,2025-01-25,,On Time,Amazon Logistics
O12059,2025-01-25,2025-01-27,Late,FedEx
O12060,2025-01-25,2025-01-28,Late,FedEx
O12061,2025-01-27,,On Time,Amazon Logistics
O12062,2025-01-25,2025-01-28,Late,Amazon Logistics
O12064,2025-01-26,2025-01-30,On Time,FedEx
O12068,2025-01-26,2025-01-28,Late,Amazon Logistics
O12069,2025-01-27,2025-01-30,Late,FedEx
O12072,2025-01-28,2025-02-02,On Time,FedEx
O12077,2025-01-27,2025-01-29,Late,DHL
O12083,2025-01-26,2025-01-29,Late,FedEx
O12084,2025-01-28,2025-02-01,On Time,FedEx
O12087,2025-01-28,2025-01-30,On Time,UPS
